;screen_name;id;followers;friends;number_tweets;mean;variance;standard_deviation;monday;tuesday;wednesday;thursday;friday;saturday;sunday;mean_day_week;variance_day_week;standard_deviation_day_week;number_hashtags;hashtag_per_tweet;profile_image_url;profile_image_url_https
76;huntersteele135;916913550068563968;801;2465;183;6225.08;130372285.82;11418.07;0.11;0.19;0.245;0.12;0.06;0.135;0.14;28.57;121.10;11.00;14;0.09;http://pbs.twimg.com/profile_images/950594699760291840/xm-E3COp_normal.jpg;https://pbs.twimg.com/profile_images/950594699760291840/xm-E3COp_normal.jpg
77;yorkshiregeeek;46092969;216;550;198;16595.36;226230754.45;15040.97;0.06030150753768844;0.1306532663316583;0.135678391959799;0.2864321608040201;0.1407035175879397;0.1507537688442211;0.09547738693467336;28.43;169.39;13.01;39;0.21;http://pbs.twimg.com/profile_images/759026686272925700/PRfheJZf_normal.jpg;https://pbs.twimg.com/profile_images/759026686272925700/PRfheJZf_normal.jpg
78;ViiSeason;988690663268126720;279;606;3;19980.67;797295660.22;28236.42;0.0;0.75;0.25;0.0;0.0;0.0;0.0;0.57;1.10;1.05;1;0.005;http://pbs.twimg.com/profile_images/988692410254483456/GEHjgLD-_normal.jpg;https://pbs.twimg.com/profile_images/988692410254483456/GEHjgLD-_normal.jpg
79;CrazyGamerEmm;988424526366236672;5;33;4;6339.75;66946225.69;8182.07;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.71;1.35;1.16;0;0.0;http://pbs.twimg.com/profile_images/988852300113379328/kyz-DSyS_normal.jpg;https://pbs.twimg.com/profile_images/988852300113379328/kyz-DSyS_normal.jpg
80;BritishluxeBull;281172074;2122;3403;167;755.09;1352098.51;1162.80;0.24;0.105;0.155;0.135;0.05;0.055;0.26;28.57;235.10;15.33;17;0.145;http://pbs.twimg.com/profile_images/982646052825260034/t1SfZbOj_normal.jpg;https://pbs.twimg.com/profile_images/982646052825260034/t1SfZbOj_normal.jpg
81;bssigeib;314529492;572;1704;197;14993.82;269177858.47;16406.64;0.10606060606060606;0.09090909090909091;0.20707070707070707;0.21212121212121213;0.1111111111111111;0.17676767676767677;0.09595959595959595;28.29;97.06;9.85;13;0.07;http://pbs.twimg.com/profile_images/878924761988042752/jO8aOsqt_normal.jpg;https://pbs.twimg.com/profile_images/878924761988042752/jO8aOsqt_normal.jpg
82;pok3m0n_fanpage;988435111787089921;24;114;19;11.21;95.75;9.78;0.041666666666666664;0.9583333333333334;0.0;0.0;0.0;0.0;0.0;3.43;63.96;8.00;7;0.04;http://pbs.twimg.com/profile_images/988437701853630464/0ahS0PBZ_normal.jpg;https://pbs.twimg.com/profile_images/988437701853630464/0ahS0PBZ_normal.jpg
83;RichyGiven;987670454830862336;437;1394;113;122.36;33051.81;181.80;0.09420289855072464;0.38405797101449274;0.0;0.014492753623188406;0.0;0.26811594202898553;0.2391304347826087;19.71;388.49;19.71;37;0.245;http://pbs.twimg.com/profile_images/988831095067201537/Z0_3kW2K_normal.jpg;https://pbs.twimg.com/profile_images/988831095067201537/Z0_3kW2K_normal.jpg
84;Orange_Nu99et;936954300458323969;2;32;43;12131.67;195751466.13;13991.12;0.22727272727272727;0.11363636363636363;0.1590909090909091;0.06818181818181818;0.045454545454545456;0.18181818181818182;0.20454545454545456;6.29;7.92;2.81;4;0.02;http://pbs.twimg.com/profile_images/936958368010440705/c7PxYJO__normal.jpg;https://pbs.twimg.com/profile_images/936958368010440705/c7PxYJO__normal.jpg
85;LilGoth_boy;4686999733;26;111;4;15438.25;353620197.69;18804.79;0.4;0.0;0.4;0.0;0.0;0.2;0.0;0.71;0.78;0.88;0;0.0;http://pbs.twimg.com/profile_images/984130306168033286/EDGblBbQ_normal.jpg;https://pbs.twimg.com/profile_images/984130306168033286/EDGblBbQ_normal.jpg
86;GentsCommunity;2823468881;2680;2007;178;4673.58;53359758.63;7304.78;0.21;0.11;0.125;0.12;0.13;0.095;0.21;28.57;76.53;8.75;39;0.255;http://pbs.twimg.com/profile_images/986196657346961409/U39iPx3O_normal.jpg;https://pbs.twimg.com/profile_images/986196657346961409/U39iPx3O_normal.jpg
87;Vantuka_Famous;892067756815855618;40;386;8;107.75;9761.44;98.80;0.0;0.9;0.0;0.0;0.1;0.0;0.0;1.43;9.67;3.11;0;0.0;http://pbs.twimg.com/profile_images/988732028760752129/MjmJzN5r_normal.jpg;https://pbs.twimg.com/profile_images/988732028760752129/MjmJzN5r_normal.jpg
88;RichyGiven;987670454830862336;437;1394;113;122.36;33051.81;181.80;0.09420289855072464;0.38405797101449274;0.0;0.014492753623188406;0.0;0.26811594202898553;0.2391304347826087;19.71;388.49;19.71;37;0.245;http://pbs.twimg.com/profile_images/988831095067201537/Z0_3kW2K_normal.jpg;https://pbs.twimg.com/profile_images/988831095067201537/Z0_3kW2K_normal.jpg
89;_naturalpets;892015620316942336;153602;146374;198;11458.60;225887240.73;15029.55;0.15;0.11;0.12;0.19;0.105;0.125;0.2;28.57;50.82;7.13;0;0.0;http://pbs.twimg.com/profile_images/918104111530127361/AGYBt7Pf_normal.jpg;https://pbs.twimg.com/profile_images/918104111530127361/AGYBt7Pf_normal.jpg
90;AnimalPuppies;900205610960138240;110555;110274;199;20446.94;345524715.74;18588.30;0.105;0.28;0.14;0.12;0.11;0.11;0.135;28.57;131.39;11.46;0;0.0;http://pbs.twimg.com/profile_images/988868121824985088/o_NUzql1_normal.jpg;https://pbs.twimg.com/profile_images/988868121824985088/o_NUzql1_normal.jpg
91;raehanbobby;91942071;447999;332552;163;205.18;106996.13;327.10;0.425;0.26;0.185;0.045;0.0;0.0;0.085;28.57;850.53;29.16;37;0.41;http://pbs.twimg.com/profile_images/824077642768990210/j-gFvEYm_normal.jpg;https://pbs.twimg.com/profile_images/824077642768990210/j-gFvEYm_normal.jpg
92;Siya_Mfakadolo;943802912538578944;8417;7583;174;241.11;82135.45;286.59;0.3165829145728643;0.2864321608040201;0.17587939698492464;0.05527638190954774;0.0;0.135678391959799;0.03015075376884422;28.43;524.53;22.90;19;0.33;http://pbs.twimg.com/profile_images/974333651159801861/rY2UUFnf_normal.jpg;https://pbs.twimg.com/profile_images/974333651159801861/rY2UUFnf_normal.jpg
93;TforTessy;986898606862032897;497;987;8;1273.88;4103351.86;2025.67;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.43;12.24;3.50;2;0.01;http://pbs.twimg.com/profile_images/989078201073897473/Rl5RZxwj_normal.jpg;https://pbs.twimg.com/profile_images/989078201073897473/Rl5RZxwj_normal.jpg
94;itsworIdvines;911074943554658304;85216;80122;172;4994.70;59204516.28;7694.45;0.155;0.15;0.14;0.135;0.13;0.135;0.155;28.57;3.67;1.92;2;0.01;http://pbs.twimg.com/profile_images/911077267245195264/2gnzC3Rb_normal.jpg;https://pbs.twimg.com/profile_images/911077267245195264/2gnzC3Rb_normal.jpg
95;thethought12;889810409351290880;69041;68697;168;17457.56;244288711.43;15629.74;0.15204678362573099;0.19883040935672514;0.15204678362573099;0.08187134502923976;0.16374269005847952;0.1286549707602339;0.12280701754385964;24.43;33.67;5.80;6;0.045;http://pbs.twimg.com/profile_images/954305629002215424/mmPMROgJ_normal.jpg;https://pbs.twimg.com/profile_images/954305629002215424/mmPMROgJ_normal.jpg
96;Semzy;505799071;143127;88125;173;1835.97;12587641.15;3547.91;0.065;0.105;0.105;0.3;0.19;0.2;0.035;28.57;289.96;17.03;21;0.155;http://pbs.twimg.com/profile_images/985673609522941952/XfbJa80-_normal.jpg;https://pbs.twimg.com/profile_images/985673609522941952/XfbJa80-_normal.jpg
97;muptezeladammmm;2274844961;4126;3008;182;877.97;802950.13;896.07;0.2;0.265;0.25;0.075;0.0;0.0;0.21;28.57;454.82;21.33;3;0.03;http://pbs.twimg.com/profile_images/984894237908111361/X47ZB5OX_normal.jpg;https://pbs.twimg.com/profile_images/984894237908111361/X47ZB5OX_normal.jpg
98;Erny_Selala;988334220606083072;1062;1785;167;115.60;26942.26;164.14;0.0;0.375;0.53;0.095;0.0;0.0;0.0;28.57;1643.96;40.55;25;0.31;http://pbs.twimg.com/profile_images/988839204074479618/92s0UdtB_normal.jpg;https://pbs.twimg.com/profile_images/988839204074479618/92s0UdtB_normal.jpg
99;cryptoandproud;960796703317282816;1219;2111;29;5227.93;48382705.17;6955.77;0.15625;0.0625;0.09375;0.125;0.09375;0.28125;0.1875;4.57;4.82;2.19;9;0.145;http://pbs.twimg.com/profile_images/968072613103833088/WsAQqYWC_normal.jpg;https://pbs.twimg.com/profile_images/968072613103833088/WsAQqYWC_normal.jpg
100;itsLovinganimal;2809166419;151549;137938;176;7766.42;128147810.30;11320.24;0.1306532663316583;0.11055276381909548;0.20100502512562815;0.1306532663316583;0.12562814070351758;0.18090452261306533;0.12060301507537688;28.43;39.39;6.28;2;0.01;http://pbs.twimg.com/profile_images/956696677091442688/utiTn5xk_normal.jpg;https://pbs.twimg.com/profile_images/956696677091442688/utiTn5xk_normal.jpg
101;MelGawozi_SA;409033490;82981;59718;170;13.36;288.88;17.00;0.0;0.0;0.775;0.225;0.0;0.0;0.0;28.57;2905.10;53.90;9;0.045;http://pbs.twimg.com/profile_images/963621944485654528/mfWLLXQU_normal.jpg;https://pbs.twimg.com/profile_images/963621944485654528/mfWLLXQU_normal.jpg
102;SneakerRefresh;2344238496;37556;15814;178;9658.31;225790653.47;15026.33;0.155;0.175;0.16;0.125;0.16;0.185;0.04;28.57;82.53;9.08;10;0.05;http://pbs.twimg.com/profile_images/788533225681453056/Ln1dwaBy_normal.jpg;https://pbs.twimg.com/profile_images/788533225681453056/Ln1dwaBy_normal.jpg
103;PanIPZA;968409072763629568;317;3238;44;8480.55;44185030.48;6647.18;0.15555555555555556;0.17777777777777778;0.2222222222222222;0.24444444444444444;0.15555555555555556;0.022222222222222223;0.022222222222222223;6.43;13.67;3.70;0;0.0;http://pbs.twimg.com/profile_images/968412767685365762/obpyLpoA_normal.jpg;https://pbs.twimg.com/profile_images/968412767685365762/obpyLpoA_normal.jpg
104;Beauties_quotes;901374950509993984;147523;143647;143;24940.38;361771456.53;19020.29;0.0763888888888889;0.1597222222222222;0.16666666666666666;0.18055555555555555;0.14583333333333334;0.1597222222222222;0.1111111111111111;20.57;23.67;4.87;2;0.01;http://pbs.twimg.com/profile_images/979170245892980736/ijO9b17C_normal.jpg;https://pbs.twimg.com/profile_images/979170245892980736/ijO9b17C_normal.jpg
105;LarsLB;8353042;124830;27236;170;3482.71;34644719.54;5885.98;0.105;0.075;0.145;0.115;0.365;0.055;0.14;28.57;365.10;19.11;26;0.26;http://pbs.twimg.com/profile_images/931904471122067456/uthG5eKu_normal.jpg;https://pbs.twimg.com/profile_images/931904471122067456/uthG5eKu_normal.jpg
106;quite__birds;950361643816402944;27022;26729;103;13049.80;154677898.18;12436.96;0.14150943396226415;0.19811320754716982;0.14150943396226415;0.1509433962264151;0.16037735849056603;0.07547169811320754;0.1320754716981132;15.14;12.98;3.60;0;0.0;http://pbs.twimg.com/profile_images/950366219378421760/2_4O12OU_normal.jpg;https://pbs.twimg.com/profile_images/950366219378421760/2_4O12OU_normal.jpg
107;AESTHETICS305;886330689813184512;54798;56896;158;12.37;255.35;15.98;0.25;0.03;0.13;0.16;0.335;0.03;0.065;28.57;459.39;21.43;3;0.015;http://pbs.twimg.com/profile_images/981795905656373248/gvr-VN3n_normal.jpg;https://pbs.twimg.com/profile_images/981795905656373248/gvr-VN3n_normal.jpg
108;DaiIyKittens;902551695388848128;87424;90915;94;1215.79;6113207.98;2472.49;0.2222222222222222;0.19658119658119658;0.1282051282051282;0.1282051282051282;0.07692307692307693;0.1452991452991453;0.10256410256410256;16.71;30.49;5.52;0;0.0;http://pbs.twimg.com/profile_images/988855305189507074/XYwk-Drx_normal.jpg;https://pbs.twimg.com/profile_images/988855305189507074/XYwk-Drx_normal.jpg
109;raehanbobby;91942071;447999;332552;163;205.18;106996.13;327.10;0.425;0.26;0.185;0.045;0.0;0.0;0.085;28.57;850.53;29.16;37;0.41;http://pbs.twimg.com/profile_images/824077642768990210/j-gFvEYm_normal.jpg;https://pbs.twimg.com/profile_images/824077642768990210/j-gFvEYm_normal.jpg
110;ArmageddonEd;324555898;14246;13120;198;21958.04;619926461.95;24898.32;0.12060301507537688;0.11557788944723618;0.08040201005025126;0.19095477386934673;0.2663316582914573;0.1457286432160804;0.08040201005025126;28.43;150.53;12.27;47;0.31;http://pbs.twimg.com/profile_images/775363168818167808/C_mPwSuS_normal.jpg;https://pbs.twimg.com/profile_images/775363168818167808/C_mPwSuS_normal.jpg
111;Vulpith;4429995972;750;1873;170;1217.77;3283884.75;1812.15;0.195;0.165;0.21;0.23;0.17;0.01;0.02;28.57;278.82;16.70;121;0.845;http://pbs.twimg.com/profile_images/935775555118546944/WE92ZEyB_normal.jpg;https://pbs.twimg.com/profile_images/935775555118546944/WE92ZEyB_normal.jpg
112;JulieAnnaMoore2;979473638633041920;2089;3742;161;137.35;28493.23;168.80;0.305;0.285;0.185;0.035;0.0;0.0;0.19;28.57;588.24;24.25;19;0.11;http://pbs.twimg.com/profile_images/979480300227932160/8nfLj0EP_normal.jpg;https://pbs.twimg.com/profile_images/979480300227932160/8nfLj0EP_normal.jpg
113;Euralarm;2306399570;1220;1599;197;9807.17;141093692.68;11878.29;0.18;0.195;0.17;0.145;0.27;0.01;0.03;28.57;293.67;17.14;68;0.64;http://pbs.twimg.com/profile_images/782731460239294464/QWyxvdvI_normal.jpg;https://pbs.twimg.com/profile_images/782731460239294464/QWyxvdvI_normal.jpg
114;mbt3kdz;4531734381;305;761;194;13838.48;346576971.54;18616.58;0.08;0.14;0.06;0.145;0.21;0.165;0.2;28.57;109.10;10.45;33;0.39;http://pbs.twimg.com/profile_images/725871104129126401/giwABAPx_normal.jpg;https://pbs.twimg.com/profile_images/725871104129126401/giwABAPx_normal.jpg
115;HeathRic1;938860011127803905;153;327;199;14115.10;211286608.46;14535.70;0.21;0.095;0.105;0.135;0.2;0.13;0.125;28.57;68.82;8.30;55;0.36;http://pbs.twimg.com/profile_images/965996498357030918/_LT4kUMx_normal.jpg;https://pbs.twimg.com/profile_images/965996498357030918/_LT4kUMx_normal.jpg
116;lplzydeco;59043846;1656;2769;172;37.33;1147.11;33.87;0.0;0.0;0.29;0.71;0.0;0.0;0.0;28.57;2544.82;50.45;32;0.17;http://pbs.twimg.com/profile_images/826143846597750784/NDddYNUs_normal.jpg;https://pbs.twimg.com/profile_images/826143846597750784/NDddYNUs_normal.jpg
117;shelbyplumb;884920455949373440;1323;2635;153;74.98;9847.82;99.24;0.08585858585858586;0.18181818181818182;0.09090909090909091;0.08585858585858586;0.05555555555555555;0.25757575757575757;0.24242424242424243;28.29;231.92;15.23;15;0.08;http://pbs.twimg.com/profile_images/945070376761032704/Q2ZBXwh7_normal.jpg;https://pbs.twimg.com/profile_images/945070376761032704/Q2ZBXwh7_normal.jpg
118;tracymcc0915;3117491171;1321;2912;171;149.29;24311.80;155.92;0.0;0.305;0.515;0.18;0.0;0.0;0.0;28.57;1415.96;37.63;15;0.085;http://pbs.twimg.com/profile_images/965894301401174017/TkZO9i8H_normal.jpg;https://pbs.twimg.com/profile_images/965894301401174017/TkZO9i8H_normal.jpg
119;harsgroup2015;3308289403;639;1689;185;11929.18;308540343.02;17565.32;0.12562814070351758;0.08040201005025126;0.09547738693467336;0.15577889447236182;0.10552763819095477;0.21608040201005024;0.22110552763819097;28.43;110.24;10.50;47;0.285;http://pbs.twimg.com/profile_images/666661194464301057/31tgPODH_normal.jpg;https://pbs.twimg.com/profile_images/666661194464301057/31tgPODH_normal.jpg
120;shorsman1;61909059;121;648;40;8039.45;130906711.65;11441.45;0.1590909090909091;0.13636363636363635;0.18181818181818182;0.022727272727272728;0.0;0.2727272727272727;0.22727272727272727;6.29;16.78;4.10;7;0.04;http://pbs.twimg.com/profile_images/986942174003679232/M_mg3oD3_normal.jpg;https://pbs.twimg.com/profile_images/986942174003679232/M_mg3oD3_normal.jpg
121;nikkiefay;188304070;15;129;18;243.11;48861.65;221.05;0.6190476190476191;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;3.00;24.29;4.93;8;0.04;http://pbs.twimg.com/profile_images/988292081872457728/ULOhcOPk_normal.jpg;https://pbs.twimg.com/profile_images/988292081872457728/ULOhcOPk_normal.jpg
122;CHRISTIEFANNON;65920768;1236;2068;199;19183.78;582869359.04;24142.69;0.11;0.175;0.18;0.18;0.145;0.08;0.13;28.57;51.39;7.17;24;0.125;http://pbs.twimg.com/profile_images/952198837644513280/poMyVcLY_normal.jpg;https://pbs.twimg.com/profile_images/952198837644513280/poMyVcLY_normal.jpg
123;BelgaFoto;979270760215785472;1229;2371;167;241.70;137462.33;370.76;0.175;0.405;0.285;0.135;0.0;0.0;0.0;28.57;864.24;29.40;69;0.385;http://pbs.twimg.com/profile_images/979279500188975104/dJizoq-S_normal.jpg;https://pbs.twimg.com/profile_images/979279500188975104/dJizoq-S_normal.jpg
124;judy_emert;791441179178971136;4865;5253;168;1179.78;3439741.01;1854.65;0.145;0.125;0.17;0.17;0.13;0.15;0.11;28.57;17.67;4.20;26;0.235;http://pbs.twimg.com/profile_images/791984498531405825/nzt6Ms7X_normal.jpg;https://pbs.twimg.com/profile_images/791984498531405825/nzt6Ms7X_normal.jpg
125;Akliez2;973463181686341632;53;390;25;123.20;22866.16;151.22;0.0;0.0;0.4117647058823529;0.0;0.17647058823529413;0.3235294117647059;0.08823529411764706;4.86;28.12;5.30;1;0.005;http://pbs.twimg.com/profile_images/989100225833861120/zPV4h6E2_normal.jpg;https://pbs.twimg.com/profile_images/989100225833861120/zPV4h6E2_normal.jpg
126;remajservices;949963599052726272;1210;1254;187;1069.02;631938.68;794.95;0.31;0.265;0.245;0.18;0.0;0.0;0.0;28.57;662.24;25.73;108;0.8;http://pbs.twimg.com/profile_images/986835637046300672/MGL4WRzz_normal.jpg;https://pbs.twimg.com/profile_images/986835637046300672/MGL4WRzz_normal.jpg
127;montyjaxon1;821675000360996864;3782;3954;175;193.20;25206.24;158.76;0.16080402010050251;0.02512562814070352;0.20603015075376885;0.21608040201005024;0.07537688442211055;0.12060301507537688;0.19597989949748743;28.43;177.67;13.33;41;0.32;http://pbs.twimg.com/profile_images/905042640625913856/DvgLWfzV_normal.jpg;https://pbs.twimg.com/profile_images/905042640625913856/DvgLWfzV_normal.jpg
128;today_t_forever;942010291252072448;1216;1436;165;318.39;336891.92;580.42;0.095;0.67;0.045;0.04;0.055;0.035;0.06;28.57;1865.96;43.20;7;0.45;http://pbs.twimg.com/profile_images/988488405335134208/N3k_gn1S_normal.jpg;https://pbs.twimg.com/profile_images/988488405335134208/N3k_gn1S_normal.jpg
129;remajservices;949963599052726272;1210;1254;187;1069.02;631938.68;794.95;0.31;0.265;0.245;0.18;0.0;0.0;0.0;28.57;662.24;25.73;108;0.8;http://pbs.twimg.com/profile_images/986835637046300672/MGL4WRzz_normal.jpg;https://pbs.twimg.com/profile_images/986835637046300672/MGL4WRzz_normal.jpg
130;JamesABaade;176306447;23719;26086;157;70.91;9535.41;97.65;0.2777777777777778;0.06060606060606061;0.12626262626262627;0.045454545454545456;0.2727272727272727;0.09090909090909091;0.12626262626262627;28.29;305.63;17.48;26;0.145;http://pbs.twimg.com/profile_images/825188598840512517/8EFuY5OO_normal.jpg;https://pbs.twimg.com/profile_images/825188598840512517/8EFuY5OO_normal.jpg
131;tchappen;940513341247717376;1032;2528;136;7529.07;73120552.64;8551.06;0.1702127659574468;0.19858156028368795;0.24113475177304963;0.24113475177304963;0.0851063829787234;0.04964539007092199;0.014184397163120567;20.14;146.98;12.12;33;0.35;http://pbs.twimg.com/profile_images/940580373733535745/blcjIn6u_normal.jpg;https://pbs.twimg.com/profile_images/940580373733535745/blcjIn6u_normal.jpg
132;johndherra;977126227164065792;109;681;12;2990.08;12834786.74;3582.57;0.23076923076923078;0.38461538461538464;0.23076923076923078;0.15384615384615385;0.0;0.0;0.0;1.86;3.27;1.81;5;0.03;http://pbs.twimg.com/profile_images/977132574463090689/n8IEJhDE_normal.jpg;https://pbs.twimg.com/profile_images/977132574463090689/n8IEJhDE_normal.jpg
133;Ask_Dwayne_Pyle;794753179753836544;27499;25366;172;415.44;9169.36;95.76;0.0;0.0;0.555;0.445;0.0;0.0;0.0;28.57;2075.39;45.56;0;0.0;http://pbs.twimg.com/profile_images/794757893052661760/I2jmEZB__normal.jpg;https://pbs.twimg.com/profile_images/794757893052661760/I2jmEZB__normal.jpg
134;lovelysight53;917582065368829952;18898;18413;157;215.67;359230.18;599.36;0.11055276381909548;0.18090452261306533;0.15577889447236182;0.10552763819095477;0.12060301507537688;0.1306532663316583;0.19597989949748743;28.43;42.53;6.52;0;0.0;http://pbs.twimg.com/profile_images/917583458389573632/wX7kSmkd_normal.jpg;https://pbs.twimg.com/profile_images/917583458389573632/wX7kSmkd_normal.jpg
135;aanns_s;778328605680082948;874;2708;199;19187.40;540599277.80;23250.79;0.165;0.13;0.15;0.13;0.115;0.12;0.19;28.57;25.10;5.01;2;0.035;http://pbs.twimg.com/profile_images/988143400225472518/k6iga8It_normal.jpg;https://pbs.twimg.com/profile_images/988143400225472518/k6iga8It_normal.jpg
136;Janvee30954441;959393288380825600;347;2795;158;47.63;6845.64;82.74;0.11;0.185;0.0;0.16;0.195;0.045;0.305;28.57;355.10;18.84;11;0.08;http://pbs.twimg.com/profile_images/987383864749318146/tWornteq_normal.jpg;https://pbs.twimg.com/profile_images/987383864749318146/tWornteq_normal.jpg
137;3_141592653589V;978561306411261952;445;2176;167;1791.45;7939831.11;2817.77;0.065;0.145;0.175;0.195;0.115;0.085;0.22;28.57;113.67;10.66;40;0.28;http://pbs.twimg.com/profile_images/980993048946470912/azJPtw6B_normal.jpg;https://pbs.twimg.com/profile_images/980993048946470912/azJPtw6B_normal.jpg
